Subject ID,Stimulus File,Trial Number,Trial Name,Air Puff,Context,Prediction Rating,Affect Rating,Dwell Time,Approach,Fuel
../data/rhut,../data/rhut_06-24-2022-stim_file.csv,1,explore,0,"""green""",999,999,0,     -1.00,0
../data/rhut,../data/rhut_06-24-2022-stim_file.csv,2,prePRfrog1,0,"""green""", 5,999,0,      2.48,1
../data/rhut,../data/rhut_06-24-2022-stim_file.csv,3,prePRfrog2,0,"""green""",999,999,3.8,      2.26,1
../data/rhut,../data/rhut_06-24-2022-stim_file.csv,4,prePRfrog3,0,"""green""",999,999,0,      2.27,1
../data/rhut,../data/rhut_06-24-2022-stim_file.csv,5,prePRfrog4,0,"""green""",999,999,0,      2.52,1
